Model,Temperature,Q_Short,Mean,Median,Mode,Range,Standard Deviation
gpt-4,0.3,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.3,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.3,Potential net profit growth,0.13,0.13,0.13,0.0,0.0
gpt-4,0.3,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,0.3,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.3,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.3,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.3,Workforce increase for S&M,0.2833333333333333,0.25,0.25,0.09999999999999998,0.049236596391733084
gpt-4,0.4,Competitive positioning,0.75,0.75,0.75,0.0,0.0
gpt-4,0.4,Employee structure focus,0.5,0.5,0.5,0.0,0.0
gpt-4,0.4,European market revenue,0.18875,0.2,0.2,0.03,0.015
gpt-4,0.4,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,0.4,Funds allocation for analytics,0.4,0.4,0.4,0.0,0.0
gpt-4,0.4,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,0.4,Maximum annual interest rate,0.0625,0.06,0.06,0.020000000000000004,0.006831300510639734
gpt-4,0.4,Maximum ownership percentage,0.2,0.2,0.2,0.0,0.0
gpt-4,0.4,Minimum ROI,0.2,0.2,0.2,0.1,0.03651483716701108
gpt-4,0.4,Minimum revenue increase,0.12,0.10500000000000001,0.1,0.04999999999999999,0.024221202832779926
gpt-4,0.4,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.4,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.4,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.4,Potential net profit growth,0.13,0.13,0.13,0.0,0.0
gpt-4,0.4,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,0.4,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.4,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.4,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.4,Workforce increase for S&M,0.3,0.3,0.25,0.09999999999999998,0.05163977794943221
gpt-4,0.5,Competitive positioning,0.75,0.75,0.75,0.0,0.0
gpt-4,0.5,Employee structure focus,0.42857142857142855,0.5,0.5,0.5,0.18898223650461363
gpt-4,0.5,European market revenue,0.18285714285714286,0.17,0.17,0.03,0.016035674514745465
gpt-4,0.5,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,0.5,Funds allocation for analytics,0.39285714285714285,0.4,0.4,0.050000000000000044,0.018898223650461374
gpt-4,0.5,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,0.5,Maximum annual interest rate,0.06,0.06,0.06,0.0,0.0
gpt-4,0.5,Maximum ownership percentage,0.2,0.2,0.2,0.0,2.997944808332385e-17
gpt-4,0.5,Minimum ROI,0.16428571428571428,0.15,0.15,0.05000000000000002,0.02439750182371334
gpt-4,0.5,Minimum revenue increase,0.1285714285714286,0.1,0.1,0.1,0.039339789623472156
gpt-4,0.5,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.5,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.5,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.5,Potential net profit growth,0.13142857142857142,0.13,0.13,0.010000000000000009,0.0037796447300922757
gpt-4,0.5,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,0.5,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.5,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.5,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.5,Workforce increase for S&M,0.3,0.25,0.25,0.15000000000000002,0.06454972243679027
gpt-4,0.6,Competitive positioning,0.7142857142857143,0.75,0.75,0.25,0.09449111825230683
gpt-4,0.6,Employee structure focus,0.42857142857142855,0.5,0.5,0.5,0.18898223650461363
gpt-4,0.6,European market revenue,0.17857142857142858,0.17,0.17,0.03,0.014638501094227997
gpt-4,0.6,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,0.6,Funds allocation for analytics,0.4,0.4,0.4,0.0,5.99588961666477e-17
gpt-4,0.6,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,0.6,Maximum annual interest rate,0.06714285714285714,0.06,0.06,0.020000000000000004,0.00951189731211342
gpt-4,0.6,Maximum ownership percentage,0.2,0.2,0.2,0.0,2.997944808332385e-17
gpt-4,0.6,Minimum ROI,0.17142857142857143,0.15,0.15,0.05000000000000002,0.026726124191242446
gpt-4,0.6,Minimum revenue increase,0.12571428571428572,0.1,0.1,0.12000000000000001,0.05126959555693247
gpt-4,0.6,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.6,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.6,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.6,Potential net profit growth,0.13,0.13,0.13,0.0,0.0
gpt-4,0.6,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,0.6,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.6,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.6,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.6,Workforce increase for S&M,0.2833333333333333,0.25,0.25,0.09999999999999998,0.05163977794943221
gpt-4,0.7,Competitive positioning,0.75,0.75,0.75,0.0,0.0
gpt-4,0.7,Employee structure focus,0.35714285714285715,0.5,0.5,0.5,0.24397501823713333
gpt-4,0.7,European market revenue,0.17857142857142858,0.17,0.17,0.03,0.014638501094227999
gpt-4,0.7,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,0.7,Funds allocation for analytics,0.39285714285714285,0.4,0.4,0.050000000000000044,0.018898223650461374
gpt-4,0.7,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,0.7,Maximum annual interest rate,0.07142857142857142,0.08,0.08,0.020000000000000004,0.010690449676496978
gpt-4,0.7,Maximum ownership percentage,0.2,0.2,0.2,0.0,2.997944808332385e-17
gpt-4,0.7,Minimum ROI,0.2,0.2,0.2,0.0,2.997944808332385e-17
gpt-4,0.7,Minimum revenue increase,0.15,0.15,0.15,0.1,0.040824829046386304
gpt-4,0.7,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.7,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.7,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.7,Potential net profit growth,0.13,0.13,0.13,0.0,0.0
gpt-4,0.7,Product focus,0.8571428571428571,1.0,1.0,1.0,0.37796447300922725
gpt-4,0.7,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.7,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.7,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.7,Workforce increase for S&M,0.3,0.25,0.25,0.15000000000000002,0.07745966692414835
gpt-4,0.8,Competitive positioning,0.75,0.75,0.75,0.0,0.0
gpt-4,0.8,Employee structure focus,0.42857142857142855,0.5,0.5,0.5,0.18898223650461363
gpt-4,0.8,European market revenue,0.17714285714285713,0.17,0.17,0.04000000000000001,0.016035674514745468
gpt-4,0.8,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,0.8,Funds allocation for analytics,0.38571428571428573,0.4,0.4,0.050000000000000044,0.02439750182371335
gpt-4,0.8,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,0.8,Maximum annual interest rate,0.06571428571428571,0.06,0.06,0.020000000000000004,0.009759000729485334
gpt-4,0.8,Maximum ownership percentage,0.2,0.2,0.2,0.0,2.997944808332385e-17
gpt-4,0.8,Minimum ROI,0.15,0.15,0.15,0.1,0.040824829046386304
gpt-4,0.8,Minimum revenue increase,0.13285714285714287,0.11,0.1,0.1,0.046445052020025315
gpt-4,0.8,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.8,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.8,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.8,Potential net profit growth,0.13142857142857142,0.13,0.13,0.010000000000000009,0.0037796447300922757
gpt-4,0.8,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,0.8,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.8,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,0.8,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.8,Workforce increase for S&M,0.32142857142857145,0.35,0.35,0.09999999999999998,0.04879500364742665
gpt-4,0.9,Competitive positioning,0.75,0.75,0.75,0.0,0.0
gpt-4,0.9,Employee structure focus,0.2692307692307692,0.5,0.5,0.5,0.25943726083138546
gpt-4,0.9,European market revenue,0.17538461538461542,0.17,0.17,0.04000000000000001,0.014500221041639687
gpt-4,0.9,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,0.9,Funds allocation for analytics,0.3807692307692308,0.4,0.4,0.050000000000000044,0.025318484177091687
gpt-4,0.9,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,0.9,Maximum annual interest rate,0.07230769230769231,0.08,0.08,0.020000000000000004,0.010127393670836668
gpt-4,0.9,Maximum ownership percentage,0.2,0.2,0.2,0.0,2.888891902733299e-17
gpt-4,0.9,Minimum ROI,0.2,0.2,0.2,0.1,0.03535533905932738
gpt-4,0.9,Minimum revenue increase,0.13076923076923078,0.1,0.1,0.1,0.048038446141526144
gpt-4,0.9,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,1.1555567610933196e-16
gpt-4,0.9,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,1.1555567610933196e-16
gpt-4,0.9,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,0.9,Potential net profit growth,0.13,0.13,0.13,0.0,5.777783805466598e-17
gpt-4,0.9,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,0.9,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,0.9,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,1.1555567610933196e-16
gpt-4,0.9,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,0.9,Workforce increase for S&M,0.28846153846153844,0.25,0.25,0.09999999999999998,0.05063696835418331
gpt-4,1.0,Competitive positioning,0.75,0.75,0.75,0.0,0.0
gpt-4,1.0,Employee structure focus,0.3333333333333333,0.5,0.5,0.5,0.25
gpt-4,1.0,European market revenue,0.18000000000000002,0.17,0.17,0.03,0.015
gpt-4,1.0,Funding options,1.0,1.0,1.0,0.0,0.0
gpt-4,1.0,Funds allocation for analytics,0.38333333333333336,0.4,0.4,0.050000000000000044,0.025000000000000026
gpt-4,1.0,Growth strategy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
gpt-4,1.0,Maximum annual interest rate,0.07,0.08,0.08,0.03,0.015
gpt-4,1.0,Maximum ownership percentage,0.2,0.2,0.2,0.0,0.0
gpt-4,1.0,Minimum ROI,0.18333333333333335,0.2,0.2,0.05000000000000002,0.02500000000000001
gpt-4,1.0,Minimum revenue increase,0.21666666666666667,0.2,0.15,0.15,0.06614378277661476
gpt-4,1.0,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,1.0,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,1.0,Potential market share,0.25,0.25,0.25,0.0,0.0
gpt-4,1.0,Potential net profit growth,0.13333333333333336,0.13,0.13,0.010000000000000009,0.0050000000000000044
gpt-4,1.0,Product focus,1.0,1.0,1.0,0.0,0.0
gpt-4,1.0,Strategic priority,0.0,0.0,0.0,0.0,0.0
gpt-4,1.0,Talent development strategy,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0
gpt-4,1.0,TeleHealth platform success,0.75,0.75,0.75,0.0,0.0
gpt-4,1.0,Workforce increase for S&M,0.30000000000000004,0.25,0.25,0.15000000000000002,0.07500000000000001
Human,0.3,Competitive positioning,0.6666666666666666,0.75,0.75,0.25,0.12909944487358055
Human,0.3,Employee structure focus,0.25,0.25,0.0,0.5,0.27386127875258304
Human,0.3,European market revenue,0.1555,0.161,0.1,0.1,0.04196427051671458
Human,0.3,Funding options,0.8333333333333334,1.0,1.0,1.0,0.408248290463863
Human,0.3,Funds allocation for analytics,0.275,0.275,0.25,0.04999999999999999,0.03535533905932737
Human,0.3,Growth strategy,0.5555555555555555,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.17213259316477406
Human,0.3,Maximum annual interest rate,0.078,0.07,0.04,0.07999999999999999,0.03193743884534263
Human,0.3,Maximum ownership percentage,0.17400000000000002,0.2,0.2,0.1,0.0433589667773576
Human,0.3,Minimum ROI,0.164,0.14,0.12,0.12,0.05366563145999495
Human,0.3,Minimum revenue increase,0.19,0.18,0.1,0.19999999999999998,0.09591663046625439
Human,0.3,Overall attractiveness,0.6666666666666666,0.7222222222222222,0.7777777777777778,0.4444444444444445,0.17213259316477408
Human,0.3,Overall performance,0.6851851851851851,0.7222222222222222,0.7777777777777778,0.6666666666666667,0.22680460581325723
Human,0.3,Potential market share,0.238,0.25,0.25,0.04999999999999999,0.021679483388678797
Human,0.3,Potential net profit growth,0.1355,0.135,0.12,0.032,0.017916472867168916
Human,0.3,Product focus,0.5,0.5,0.0,1.0,0.5477225575051661
Human,0.3,Strategic priority,0.4166666666666667,0.25,0.0,1.0,0.4915960401250875
Human,0.3,Talent development strategy,0.6296296296296297,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.19457667461575845
Human,0.3,TeleHealth platform success,0.5833333333333334,0.625,0.75,0.5,0.2041241452319315
Human,0.3,Workforce increase for S&M,0.11333333333333334,0.125,0.0,0.2,0.07788880963698615
Human,0.5,Competitive positioning,0.6666666666666666,0.75,0.75,0.5,0.2041241452319315
Human,0.5,Employee structure focus,0.3333333333333333,0.5,0.5,0.5,0.25819888974716115
Human,0.5,European market revenue,0.16999999999999998,0.15,0.15,0.05000000000000002,0.027386127875258313
Human,0.5,Funding options,0.8333333333333334,1.0,1.0,1.0,0.408248290463863
Human,0.5,Funds allocation for analytics,0.19,0.2,0.2,0.15,0.05477225575051661
Human,0.5,Growth strategy,0.611111111111111,0.8333333333333333,1.0,1.0,0.4906533814626582
Human,0.5,Maximum annual interest rate,0.05833333333333333,0.052500000000000005,0.05,0.04,0.015705625319186328
Human,0.5,Maximum ownership percentage,0.18611666666666668,0.2,0.2,0.15,0.04990472589511605
Human,0.5,Minimum ROI,0.11839999999999999,0.1,0.012,0.22799999999999998,0.09905957803261631
Human,0.5,Minimum revenue increase,0.12333333333333334,0.11,0.1,0.1,0.038815804341359034
Human,0.5,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.33333333333333337,0.12171612389003693
Human,0.5,Overall performance,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.07027283689263066
Human,0.5,Potential market share,0.2816666666666667,0.265,0.25,0.15999999999999998,0.06242328625334191
Human,0.5,Potential net profit growth,0.17200000000000001,0.15,0.15,0.16999999999999998,0.06870225614927067
Human,0.5,Product focus,0.8333333333333334,1.0,1.0,1.0,0.408248290463863
Human,0.5,Strategic priority,0.25,0.0,0.0,1.0,0.4183300132670378
Human,0.5,Talent development strategy,0.7592592592592592,0.7777777777777778,0.7777777777777778,0.33333333333333326,0.10924356447224165
Human,0.5,TeleHealth platform success,0.75,0.75,0.75,0.5,0.15811388300841897
Human,0.5,Workforce increase for S&M,0.21666666666666667,0.2,0.15,0.15,0.07637626158259733
Human,0.6,Competitive positioning,0.5625,0.5,0.5,0.75,0.2140872096444188
Human,0.6,Employee structure focus,0.3125,0.5,0.5,1.0,0.30956959368344517
Human,0.6,European market revenue,0.17731333333333332,0.16,0.15,0.15500000000000003,0.04682155893338432
Human,0.6,Funding options,0.71875,1.0,1.0,1.0,0.4460474563690878
Human,0.6,Funds allocation for analytics,0.2538333333333333,0.268,0.3,0.18,0.05610028898537353
Human,0.6,Growth strategy,0.7083333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3191423692521127
Human,0.6,Maximum annual interest rate,0.05433333333333334,0.045,0.04,0.09,0.024265397664359922
Human,0.6,Maximum ownership percentage,0.18225,0.2,0.2,0.25,0.05288288948232689
Human,0.6,Minimum ROI,0.13692307692307693,0.12,0.1,0.31,0.08189267523051287
Human,0.6,Minimum revenue increase,0.12866666666666665,0.1,0.1,0.22,0.055144830954064784
Human,0.6,Overall attractiveness,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.6666666666666667,0.19029974190615007
Human,0.6,Overall performance,0.6805555555555556,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.17153386928754683
Human,0.6,Potential market share,0.26135714285714284,0.26,0.25,0.26,0.06750225881446445
Human,0.6,Potential net profit growth,0.12964285714285714,0.10700000000000001,0.1,0.37499999999999994,0.0878404209942072
Human,0.6,Product focus,0.625,1.0,1.0,1.0,0.5
Human,0.6,Strategic priority,0.1875,0.0,0.0,1.0,0.35939764421413045
Human,0.6,Talent development strategy,0.7291666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.16212960318970954
Human,0.6,TeleHealth platform success,0.6875,0.75,0.75,0.75,0.2327373340628157
Human,0.6,Workforce increase for S&M,0.17153846153846153,0.15,0.1,0.23,0.07872379498878275
Human,0.7,Competitive positioning,0.6923076923076923,0.75,0.75,0.5,0.14978617237881953
Human,0.7,Employee structure focus,0.23076923076923078,0.0,0.0,1.0,0.3301126458867624
Human,0.7,European market revenue,0.21424545454545454,0.21,0.3,0.19999999999999998,0.06631487561077624
Human,0.7,Funding options,0.9615384615384616,1.0,1.0,0.5,0.1386750490563073
Human,0.7,Funds allocation for analytics,0.23142857142857146,0.2,0.2,0.24999999999999997,0.0880205603686948
Human,0.7,Growth strategy,0.8205128205128205,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.1729581738875903
Human,0.7,Maximum annual interest rate,0.07615384615384616,0.05,0.04,0.29,0.07274824872330393
Human,0.7,Maximum ownership percentage,0.12916666666666668,0.155,0.1,0.18000000000000002,0.054793551932078036
Human,0.7,Minimum ROI,0.158,0.15,0.15,0.31,0.09354737361952559
Human,0.7,Minimum revenue increase,0.1725,0.175,0.2,0.19999999999999998,0.06383572667401852
Human,0.7,Overall attractiveness,0.7435897435897435,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.15963316605571012
Human,0.7,Overall performance,0.7606837606837608,0.7777777777777778,0.7777777777777778,0.33333333333333326,0.09985744825254633
Human,0.7,Potential market share,0.256,0.25,0.2,0.15999999999999998,0.046546164767308745
Human,0.7,Potential net profit growth,0.10458333333333332,0.1275,0.15,0.15,0.05524566347989073
Human,0.7,Product focus,0.7692307692307693,1.0,1.0,1.0,0.4385290096535146
Human,0.7,Strategic priority,0.46153846153846156,0.5,0.0,1.0,0.47703679372151425
Human,0.7,Talent development strategy,0.7435897435897435,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.20480149671026374
Human,0.7,TeleHealth platform success,0.75,0.75,0.75,0.5,0.10206207261596575
Human,0.7,Workforce increase for S&M,0.170625,0.175,0.2,0.27,0.0832568101032668
Human,0.8,Competitive positioning,0.6,0.5,0.5,0.25,0.13693063937629152
Human,0.8,Employee structure focus,0.2,0.0,0.0,0.5,0.2738612787525831
Human,0.8,European market revenue,0.16094,0.163,0.11,0.12499999999999999,0.047630011547342706
Human,0.8,Funding options,0.7,0.5,0.5,0.5,0.27386127875258304
Human,0.8,Funds allocation for analytics,0.26666666666666666,0.3,0.15,0.19999999999999998,0.10408329997330663
Human,0.8,Growth strategy,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.149071198499986
Human,0.8,Maximum annual interest rate,0.06999999999999999,0.06,0.04,0.07999999999999999,0.034641016151377546
Human,0.8,Maximum ownership percentage,0.15988,0.166,0.15,0.01670000000000002,0.009023691040810305
Human,0.8,Minimum ROI,0.2334,0.267,0.15,0.15,0.0773162337416923
Human,0.8,Minimum revenue increase,0.11574999999999999,0.125,0.05,0.113,0.05156468429716861
Human,0.8,Overall attractiveness,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.07856742013183861
Human,0.8,Overall performance,0.6444444444444445,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.12171612389003693
Human,0.8,Potential market share,0.274,0.28,0.23,0.1,0.04393176527297759
Human,0.8,Potential net profit growth,0.15,0.13,0.09,0.14,0.06204836822995429
Human,0.8,Product focus,0.8,1.0,1.0,1.0,0.4472135954999579
Human,0.8,Strategic priority,0.5,0.5,0.0,1.0,0.5
Human,0.8,Talent development strategy,0.6888888888888889,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.16480441082434805
Human,0.8,TeleHealth platform success,0.6,0.75,0.75,0.5,0.22360679774997896
Human,0.8,Workforce increase for S&M,0.22,0.2,0.1,0.26,0.13114877048604
Human,0.9,Competitive positioning,0.6,0.5,0.5,0.25,0.13693063937629152
Human,0.9,Employee structure focus,0.5,0.5,0.5,0.0,0.0
Human,0.9,European market revenue,0.165,0.18,0.07,0.16,0.0695221787153807
Human,0.9,Funding options,0.6,0.5,0.5,1.0,0.4183300132670378
Human,0.9,Funds allocation for analytics,0.32499999999999996,0.32499999999999996,0.3,0.04999999999999999,0.03535533905932737
Human,0.9,Growth strategy,0.9333333333333332,1.0,1.0,0.33333333333333337,0.149071198499986
Human,0.9,Maximum annual interest rate,0.07025,0.060000000000000005,0.040999999999999995,0.079,0.03531170721823949
Human,0.9,Maximum ownership percentage,0.14425,0.155,0.1,0.06699999999999998,0.030313638294778577
Human,0.9,Minimum ROI,0.17333333333333334,0.12,0.1,0.19999999999999998,0.11015141094572203
Human,0.9,Minimum revenue increase,0.2,0.2,0.15,0.1,0.07071067811865477
Human,0.9,Overall attractiveness,0.711111111111111,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.16850834320114558
Human,0.9,Overall performance,0.6222222222222222,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.20184335693983277
Human,0.9,Potential market share,0.305,0.3,0.3,0.020000000000000018,0.010000000000000009
Human,0.9,Potential net profit growth,0.1345,0.134,0.12,0.03,0.01268857754044952
Human,0.9,Product focus,0.6,1.0,1.0,1.0,0.5477225575051662
Human,0.9,Strategic priority,0.4,0.0,0.0,1.0,0.5477225575051662
Human,0.9,Talent development strategy,0.8,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.09296222517045283
Human,0.9,TeleHealth platform success,0.8,0.75,0.75,0.5,0.2091650066335189
Human,0.9,Workforce increase for S&M,0.15,0.15,0.1,0.1,0.05
Human,1.0,Competitive positioning,1.0,1.0,1.0,0.0,0.0
Human,1.0,Employee structure focus,0.0,0.0,0.0,0.0,0.0
Human,1.0,Funding options,0.0,0.0,0.0,0.0,0.0
Human,1.0,Funds allocation for analytics,0.285,0.285,0.285,0.0,0.0
Human,1.0,Growth strategy,1.0,1.0,1.0,0.0,0.0
Human,1.0,Maximum annual interest rate,0.04,0.04,0.04,0.0,0.0
Human,1.0,Maximum ownership percentage,0.1,0.1,0.1,0.0,0.0
Human,1.0,Minimum ROI,0.34,0.34,0.34,0.0,0.0
Human,1.0,Minimum revenue increase,0.1,0.1,0.1,0.0,0.0
Human,1.0,Overall attractiveness,1.0,1.0,1.0,0.0,0.0
Human,1.0,Overall performance,1.0,1.0,1.0,0.0,0.0
Human,1.0,Potential market share,0.2,0.2,0.2,0.0,0.0
Human,1.0,Potential net profit growth,0.12,0.12,0.12,0.0,0.0
Human,1.0,Product focus,0.0,0.0,0.0,0.0,0.0
Human,1.0,Strategic priority,0.0,0.0,0.0,0.0,0.0
Human,1.0,Talent development strategy,1.0,1.0,1.0,0.0,0.0
Human,1.0,TeleHealth platform success,1.0,1.0,1.0,0.0,0.0
Human,1.0,Workforce increase for S&M,0.0,0.0,0.0,0.0,0.0
